"","locus","meanFat","meanLen","meanK","LG","unlist.map."
"630","c7.loc4",0.296221031480715,0.516869233723366,0.110035122980342,"7",3.51
"631","c7.loc5",0.325569699387102,0.545818367194035,0.0949549981845276,"7",4.51
"632","c7.loc6",0.355770079696296,0.566215491816456,0.0879314056592745,"7",5.51
"633","c7.loc7",0.38882652890412,0.582425420641251,0.0864323149161213,"7",6.51
"634","c7.loc8",0.427728475937054,0.596851556407371,0.090049828450403,"7",7.51
"635","c7.loc9",0.476779872531367,0.611124252036116,0.100036166817185,"7",8.51
"636","c7.loc10",0.542390211699153,0.626542565625275,0.119965571522238,"7",9.51
"637","c7.loc11",0.633228896043132,0.643823946512217,0.157760483622196,"7",10.51
"638","c7.loc12",0.753399557676923,0.660676054966448,0.228792503850462,"7",11.51
"639","c7.loc13",0.864292206563835,0.663057548775671,0.348169944363154,"7",12.51
"640","c7.loc14",0.841707515973026,0.624265786217704,0.471711026836966,"7",13.51
"641","c7.loc15",0.740570612447876,0.0878187821187463,0.535041324811079,"7",14.51
"642","c7.loc16",0.602573772251766,0.313097027983639,0.264803837062921,"7",15.51
"643","c7.loc17",0.0135407249694844,1.09492106911543,1.18466274343337,"7",16.51
"644","c7.loc18",0.13051227977852,0.0253072612977661,0.340920261697436,"7",17.51
"645","c7.loc19",0.23073332425855,0.0370810534048854,0.196565302784157,"7",18.51
"646","c7.loc20",0.272166570070161,0.106411424447326,0.162860913918624,"7",19.51
"647","c7.loc21",0.292555164792034,0.156908133870804,0.153749034597036,"7",20.51
"648","c7.loc22",0.304258267071378,0.192232474791611,0.15144128116148,"7",21.51
"649","c7.loc23",0.311726587624319,0.217769474241902,0.151348080731229,"7",22.51
"650","c7.loc24",0.350896912550905,0.513817843795563,0.0511290777749439,"7",23.51
"651","c7.loc25",0.0982187794687159,0.56351009559907,0.128837414346524,"7",24.51
"652","c7.loc26",0.0228661271523693,0.213030475946914,0.112128456858799,"7",25.51
"653","c7.loc27",0.0462401974539348,0.0498917081186859,0.102974338781611,"7",26.51
"654","c7.loc28",0.789002984813713,0.724244191891574,0.0907507270797399,"7",27.51
"655","c7.loc29",0.168580393803044,0.505374849067712,0.320333270587171,"7",28.51
"656","c7.loc30",0.217016198965417,0.496069173144079,0.313082578491086,"7",29.51
"657","c7.loc31",0.384936045606249,0.452011051597712,0.287062625316484,"7",30.51
"658","c7.loc32",1.58215760716868,0.0469325824087043,0.217237052781873,"7",31.51
"659","c7.loc33",0.322163217909138,0.224585939621561,0.0441295931692437,"7",32.51
"660","c7.loc34",0.546554952323192,0.395338968651865,0.543956996409839,"7",33.51
"661","CLocus_81135",0.259513998723539,0.219812785416442,0.0584227104832801,"7",34.51
"662","c7.loc36",0.0593914256073616,0.474223179567109,0.00272105263142414,"7",35.51
"663","c7.loc37",0.834439172316914,0.0988621109205512,0.0163286019063636,"7",36.51
"664","CLocus_57354",0.230931047334236,0.0207049881895212,0.196621300818571,"7",37.51
"665","c7.loc39",1.05410780288365,0.0550557628784428,0.206499237868628,"7",38.51
"666","c7.loc40",0.721424411374755,0.0773897533016904,0.00570444106590021,"7",39.51
"667","c7.loc41",0.458653651783328,0.353333135409706,0.139356919240429,"7",40.51
"668","c7.loc42",0.0825745118267614,0.0521294407152824,0.00587460728740176,"7",41.51
"669","c7.loc43",0.120673073814291,0.079140905385885,0.170056128593052,"7",42.51
"670","c7.loc44",0.125362536646871,0.16136915739184,0.170813910797882,"7",43.51
"671","c7.loc45",0.898151648321503,0.11520658339365,0.29007105149351,"7",44.51
"672","c7.loc46",0.239640990313318,0.227064805852388,0.167463080850348,"7",45.51
"673","c7.loc47",0.463088938282464,0.285201818259561,0.167719443546077,"7",46.51
"674","c7.loc48",0.352761690660535,0.601600170794507,0.488812199769336,"7",47.51
"675","c7.loc49",0.115454359552265,0.108851690296053,0.313824114424602,"7",48.51
"676","c7.loc50",1.76953315588535,0.642811937845259,0.252546999648118,"7",49.51
"677","c7.loc51",0.0136716949813771,0.184757875717446,0.0651919794896748,"7",50.51
"678","c7.loc52",2.45687601250108,0.387774951722671,0.131721311425009,"7",51.51
"679","c7.loc53",1.56217461604738,0.0251132832736387,0.579930316775466,"7",52.51
"680","c7.loc54",0.278927389312218,0.592160277520029,0.855639373743917,"7",53.51
"681","c7.loc55",1.23340482794035,0.699489842751605,0.328402353985376,"7",54.51
"682","c7.loc56",0.109016010666717,0.106711111262063,0.893644801379666,"7",55.51
"683","c7.loc57",0.382371512461033,0.58634883370196,0.0425284732703227,"7",56.51
"684","c7.loc58",1.01606033450415,0.610153121298176,0.76404094238648,"7",57.51
"685","c7.loc59",0.554139109798716,0.317689751152218,0.602740911011277,"7",58.51
"686","c7.loc60",0.439495002014494,0.196725441790705,0.224462601603559,"7",59.51
"687","c7.loc61",0.564359032031866,0.0989646148725781,0.0292560934488058,"7",60.51
"688","c7.loc62",0.638833428544153,0.788983627172668,0.92093905671452,"7",61.51
"689","c7.loc63",0.988998573821909,0.194356822113415,1.32706384172849,"7",62.51
"690","c7.loc64",0.76493705589411,0.066899488899692,0.538928635779602,"7",63.51
"691","c7.loc65",0.195739245307125,0.239320829553393,0.815184242568356,"7",64.51
"692","c7.loc66",0.126303367002357,0.513572211385946,1.01337296352133,"7",65.51
"693","c7.loc67",1.66915806769031,0.144895484097013,0.13935816941201,"7",66.51
"694","c7.loc68",0.188153013938002,0.0143063464028562,0.0157690747607077,"7",67.51
"695","c7.loc69",0.139679384645529,0.365024101620243,0.312607823459715,"7",68.51
"696","c7.loc70",0.0821386907391819,0.195765883228837,1.47193804960272,"7",69.51
"697","c7.loc71",1.65475236290914,0.28615562737727,0.816377517784527,"7",70.51
"698","c7.loc72",0.555448262686314,0.5030349021782,0.723175572182746,"7",71.51
"699","c7.loc73",0.213743832077491,0.105410284909836,0.211928959110928,"7",72.51
"700","c7.loc74",0.0565488897052309,0.0775431070116265,0.0374659474014115,"7",73.51
"701","c7.loc75",0.121520364985069,0.0121661014934166,0.00680950054742912,"7",74.51
"702","CLocus_65416",0.161945323019633,0.249170495507307,0.488722723202126,"7",75.51
"703","c7.loc77",1.23056136279551,0.146759758384158,0.0554410617063171,"7",76.51
"704","c7.loc78",0.167500481402766,0.503885596172203,0.113366575754401,"7",77.51
"705","c7.loc79",0.0780512768927314,0.0149745383149834,0.107409862422579,"7",78.51
"706","c7.loc80",1.18002394071451,0.978125780225227,0.215782720633228,"7",79.51
"707","c7.loc81",1.43842713222039,0.823384989729661,0.128043657777886,"7",80.51
"708","CLocus_38233",1.08517189721826,0.204159980242761,2.76986786322725,"7",81.51
"709","c7.loc83",0.741637115384515,1.08576160274656,0.425749230336672,"7",82.51
"710","c7.loc84",0.892924774378518,0.295460414597445,0.0574470949826656,"7",83.51
"711","c7.loc85",0.112685485908598,0.382875011108637,0.463852845370947,"7",84.51
"712","c7.loc86",0.413775119005169,0.845788984744113,0.228637819025426,"7",85.51
"713","c7.loc87",0.905388973638927,0.152437054883637,0.0111010082543334,"7",86.51
"714","c7.loc88",0.218428245869052,0.986649063081137,0.233635967903699,"7",87.51
"715","c7.loc89",0.106881272110684,0.032374497683415,0.0100260638351809,"7",88.51
"716","CLocus_22404",0.45261737720415,0.0462332543942316,1.18480062063394,"7",89.51
"717","c7.loc91",0.0625613302348928,0.267682833577286,0.124527073651076,"7",90.51
"718","c7.loc92",0.0717225783300761,0.69267960730721,0.660042739020575,"7",91.51
"719","c7.loc93",0.701635346843564,0.43463092232529,0.389741308936736,"7",92.51
"720","c7.loc94",0.556204480508952,0.955406910788238,1.41122078799967,"7",93.51
"721","c7.loc95",0.144007227786217,0.0514486673304693,0.688526917386299,"7",94.51
"722","c7.loc96",1.65975214278837,0.984137389153739,0.0502448253566279,"7",95.51
"723","c7.loc97",0.0627015757237337,0.547999504367022,0.0680205618045561,"7",96.51
"724","c7.loc98",0.491789633922075,0.199665149500358,0.93448935679624,"7",97.51
"725","c7.loc99",0.861537776015468,0.630110099493935,1.21859680368652,"7",98.51
"726","c7.loc100",0.0628874890320198,0.530721703076275,0.11641193560684,"7",99.51
"727","c7.loc101",0.276867403148233,0.459756391264471,0.211813248024284,"7",100.51
"728","CLocus_72513",0.226685431528263,0.272055714845322,0.265085353878399,"7",101.51
"729","c7.loc103",3.24547324798488,0.172034836325554,0.291186734012039,"7",102.51
"730","c7.loc104",1.19596319456931,0.19522900581232,0.271551417963553,"7",103.51
"731","c7.loc105",0.133456705815959,0.00489493033126511,0.699914774844588,"7",104.51
"732","CLocus_9200",0.976566118016577,0.544995709750356,0.548341877894673,"7",105.51
"733","CLocus_85384",0.665839299992312,0.463376768544891,0.35850881751781,"7",106.52
"734","c7.loc108",0.277753508481937,0.913946660406318,0.880224492067457,"7",107.51
"735","c7.loc109",0.10192822818066,0.0439712733012693,2.12102098662701,"7",108.51
"736","c7.loc110",0.054334899600006,0.592521852325029,0.834442961690018,"7",109.51
"737","c7.loc111",0.580071683287593,0.154975086422915,0.0810053700806398,"7",110.51
"738","c7.loc112",1.059318950729,0.00168229264748886,0.826035071280443,"7",111.51
"739","c7.loc113",1.92799289619298,2.02376823816567,0.32231370748647,"7",112.51
"740","c7.loc114",0.929593578588885,0.176375636567886,1.05631441987088,"7",113.51
"741","c7.loc115",0.0262738903078783,0.0906534501280178,0.0518513429154188,"7",114.51
"742","c7.loc116",0.350941225481878,0.202055823820226,0.297007594433001,"7",115.51
"743","c7.loc117",0.0175589160733214,1.83069336267694,0.149510706747641,"7",116.51
"744","c7.loc118",0.802050855724353,0.117930663130982,0.194853951627136,"7",117.51
"745","c7.loc119",0.201422963075694,1.61942409446877,0.0430158337215961,"7",118.51
"746","c7.loc120",0.0432374132852751,1.34033802921819,0.399832116022898,"7",119.51
"747","c7.loc121",0.113333210850936,0.236566405737211,0.990780582862532,"7",120.51
"748","CLocus_84851",0.0192188511791048,0.355383212563382,0.0838065449226909,"7",121.51
"749","c7.loc123",0.225998488584749,1.5510026789257,0.123303215362222,"7",122.51
"750","c7.loc124",0.245724434663529,0.31881472483901,0.125700162983491,"7",123.51
"751","c7.loc125",2.76769150168636,0.539180658484859,0.898769776130848,"7",124.51
"752","CLocus_101688",0.821442219943141,0.42463945760357,0.0896603860417935,"7",125.52
"753","CLocus_31124",0.777845752523619,1.05733497520774,0.219676355601263,"8",29.81
"754","c8.loc31",1.05100464328328,0.0609029076437776,1.15669879293258,"8",30.81
"755","c8.loc32",0.776565061290975,0.30489825802661,0.336733823651089,"8",31.81
"756","CLocus_33786",1.02047075089135,1.21619800488744,1.10592916436704,"8",32.81
"757","CLocus_79486",0.758822908626857,0.0482955792882671,0.203812289646244,"8",33.81
"758","c8.loc35",0.832094340853288,0.331860912200307,0.0318341888292518,"8",34.81
"759","c8.loc36",0.0551109314983144,0.546539888882901,0.114344427320536,"8",35.81
"760","c8.loc37",1.65490891472923,0.231271896308282,0.240534347816288,"8",36.81
"761","c8.loc38",0.688863150903933,0.358756710046977,0.494531312797723,"8",37.81
"762","CLocus_93174",0.223410496487518,0.174038519402669,0.221378911835589,"8",38.82
"763","c8.loc40",1.58659606775358,0.684378265248611,1.66782519988577,"8",39.81
"764","c8.loc41",2.26227538593797,0.483361620054658,0.44637759987244,"8",40.81
"765","c8.loc42",1.41817814403298,0.431200096623515,2.23857579780097,"8",41.81
"766","CLocus_35788",0.91930606367134,0.250745146050166,2.15269621761743,"8",42.81
"767","c8.loc44",2.45776195286092,0.0226777477042614,0.395017501145886,"8",43.81
"768","c8.loc45",0.122831942930225,0.566837234548159,0.239699869896232,"8",44.81
"769","c8.loc46",0.450422832455962,0.669866747897151,0.531916575856816,"8",45.81
"770","CLocus_64877",0.0744426252872453,0.264657411927885,0.202424995639623,"8",46.81
"771","c8.loc48",0.950757741944003,0.126635810244252,0.125427727767952,"8",47.81
"772","c8.loc49",0.0631463126812237,0.0548274236872094,1.13034770156347,"8",48.81
"773","c8.loc50",0.0526445036073901,0.69290985456855,0.980105436965627,"8",49.81
"774","c8.loc51",0.315097116423692,0.347254487390208,1.94546813608298,"8",50.81
"775","c8.loc52",0.231183030798795,0.837948206135666,0.103600189346927,"8",51.81
"776","c8.loc53",0.465839566493888,0.264302051057164,0.431647159930171,"8",52.81
"777","c8.loc54",0.632194600977234,0.215566571490595,1.18914019400077,"8",53.81
"778","c8.loc55",0.067358136817121,0.860990166291435,0.495919687957172,"8",54.81
"779","c8.loc56",1.14523466685731,1.16474206409637,0.0862474361049154,"8",55.81
"780","CLocus_86730",0.398770804356395,0.312176142753118,0.205904995446625,"8",56.81
"781","c8.loc58",0.858464192879753,0.118298906510157,0.0786550727934301,"8",57.81
"782","c8.loc59",0.477482217991396,0.386993054767652,0.155740996301481,"8",58.81
"783","CLocus_45438",0.706234669445354,0.114480875712914,0.409042800169283,"8",59.81
"784","c8.loc61",0.0975704646301646,1.16331625773173,0.0933198391448978,"8",60.81
"785","c8.loc62",0.9201171078475,0.506630611428742,0.546797026106931,"8",61.81
"786","c8.loc63",0.201993743707641,0.520376432222085,0.619688450670654,"8",62.81
"787","c8.loc64",0.919496889557044,0.557694524814243,0.668578113509774,"8",63.81
"788","c8.loc65",0.427024377588827,0.0620047211686153,0.544423602457479,"8",64.81
"789","c8.loc66",0.444042063384834,0.0883048914619701,0.399803681043642,"8",65.81
"790","c8.loc67",0.305252646289917,0.102586029320596,0.979560101155508,"8",66.81
"791","c8.loc68",0.154263925751754,0.563761827095311,0.152019873751516,"8",67.81
"792","c8.loc69",0.266272123468192,1.40726949151712,0.23747884927319,"8",68.81
"793","c8.loc70",0.130575283498414,0.0563424774703126,0.208978529449964,"8",69.81
"794","CLocus_96698",0.126131483703652,0.775925194375176,0.118679040185346,"8",70.81
"795","c8.loc72",0.650947936190195,0.850578742659444,0.0641146996069778,"8",71.81
"796","c8.loc73",0.630599542644533,0.856615717309577,0.126852870871207,"8",72.81
"797","c8.loc74",0.0712972084308493,0.300352119770733,0.0059173023825335,"8",73.81
"798","c8.loc75",0.18841811661915,0.0145939397759482,0.0806849846520785,"8",74.81
"799","c8.loc76",1.4149153933,0.458143048033655,0.694759160598883,"8",75.81
"800","c8.loc77",0.577635351934626,0.218106497043127,0.0617674729612445,"8",76.81
"801","c8.loc78",0.0956480174730713,0.525823127428648,0.0427787688408136,"8",77.81
"802","c8.loc79",0.281803964495229,0.128714050435826,0.676620032079416,"8",78.81
"803","c8.loc80",0.163169702579146,0.331943217656249,0.596188936985314,"8",79.81
"804","c8.loc81",0.302773834826422,0.391558344518579,0.00894311200487629,"8",80.81
"805","c8.loc82",0.115518504239583,0.0467451897168941,0.0664155802443778,"8",81.81
"806","c8.loc83",1.54700794795203,0.338204505965097,0.60829399170744,"8",82.81
"807","c8.loc84",0.932486342916562,0.620804858134511,0.0218936276603116,"8",83.81
"808","c8.loc85",0.105092297341849,0.113778474163131,0.279671363564668,"8",84.81
"809","c8.loc86",0.0521414136900667,1.08507336834559,14.6241603714447,"8",85.81
"810","c8.loc87",0.0484150323254141,0.137314480838143,0.0184823193187242,"8",86.81
"811","c8.loc88",0.0914329052006451,0.043079634475879,0.265840224080256,"8",87.81
"812","c8.loc89",1.24429554086447,0.0277000391114757,0.308981519271775,"8",88.81
"813","c8.loc90",1.45543265161365,0.338576649919997,0.665628288944527,"8",89.81
"814","c8.loc91",1.18103337150324,0.562337775141552,0.621292565665348,"8",90.81
"815","c8.loc92",0.959031085366239,0.162712001416243,1.35331571616641,"8",91.81
"816","c8.loc93",0.207859095775594,0.768144998895792,0.107035847374079,"8",92.81
"817","c8.loc94",0.365324745459306,0.632225444386463,0.11209803274999,"8",93.81
"818","c8.loc95",0.567963449807829,0.466402405134411,0.305566083260201,"8",94.81
"819","c8.loc96",0.666326851386324,0.344821083498881,0.423096155793017,"8",95.81
"820","c8.loc97",0.584253328935485,0.320252993403227,0.572357937365809,"8",96.81
"821","c8.loc98",0.919889102892796,0.0696326367663237,0.534151275104037,"8",97.81
"822","c8.loc99",0.592532346757022,0.49792636025729,0.265457525869288,"8",98.81
"823","c8.loc100",1.25832904497711,0.0557840381667153,0.711288779948967,"8",99.81
"824","c8.loc101",0.144978814935576,0.257609402202419,0.217725767526519,"8",100.81
"825","c8.loc102",0.233342048469125,0.251923572532479,0.684920550298934,"8",101.81
"826","c8.loc103",1.77103179336252,0.1444033016503,0.177666899710393,"8",102.81
"827","c8.loc104",1.47833546960599,0.0369259215099093,0.851711940036202,"8",103.81
"828","c8.loc105",0.401010255549469,0.165800439096936,0.636960862494186,"8",104.81
"829","c8.loc106",0.329976270185722,1.075807752781,0.117853433338317,"8",105.81
"830","c8.loc107",0.12126176405706,0.123604842196323,0.566143091866318,"8",106.81
"831","c8.loc108",0.479968489897134,0.384100744729516,0.029403368383119,"8",107.81
"832","c8.loc109",0.116507475971925,0.123840820356715,0.33534619792446,"8",108.81
"833","CLocus_101300",0.193817787438699,0.317821044182571,0.352099645520103,"8",109.82
"834","CLocus_25564",0.153386747114595,0.406789953765995,0.193481741257163,"8",110.82
"835","c8.loc112",0.450865640825865,1.54861731308184,0.318386718044525,"8",111.81
"836","c8.loc113",0.00770256298511707,0.245999313933205,0.060108504645533,"8",112.81
"837","c8.loc114",0.0251828909073945,0.0535801579629661,0.0603492169060483,"8",113.81
"838","c8.loc115",1.81450368557975,0.170866306828519,0.0459452632938884,"8",114.81
"839","CLocus_25946",0.19005735021846,0.0470185771459966,0.287734868938205,"9",2.73
"840","c9.loc4",0.0977154356375581,0.154287419290051,0.135950368182915,"9",3.73
"841","c9.loc5",0.350263337971943,0.0497789422692521,0.274663383920599,"9",4.73
"842","c9.loc6",0.712247556774586,1.38206386784363,0.581099242535907,"9",5.73
"843","c9.loc7",0.0591446328916827,0.852130874280134,1.38092646537667,"9",6.73
"844","c9.loc8",1.12725868748378,1.08587823158698,0.292290833522035,"9",7.73
"845","c9.loc9",0.336514146735347,0.726948695306707,0.443389297076481,"9",8.73
"846","c9.loc10",0.0581720405352233,0.0611183209230443,0.00160360539691465,"9",9.73
"847","c9.loc11",0.106842074727712,0.233190220377207,0.61825523215201,"9",10.73
"848","c9.loc12",0.170017889309139,0.115666732093008,0.136829523287528,"9",11.73
"849","c9.loc13",0.0470665750214453,0.0608985423632569,0.0567794906821873,"9",12.73
"850","c9.loc14",0.326171122656694,0.162622406628077,0.180216832035562,"9",13.73
"851","c9.loc15",0.551252678288571,0.0949648524436682,0.636403850200313,"9",14.73
"852","CLocus_32452",0.0611770236127335,0.28798822348692,0.391804915734399,"9",15.73
"853","c9.loc17",0.0798241525940343,0.52687649153732,0.373930274759557,"9",16.73
"854","c9.loc18",0.468233570989112,0.189426638298431,0.213991551500577,"9",17.73
"855","c9.loc19",0.736942304550616,0.413101040705272,1.22801366567729,"9",18.73
"856","c9.loc20",0.750418027929161,0.0644921405786392,0.119605040814613,"9",19.73
"857","c9.loc21",0.112089329874454,0.327171657986844,4.52220819815295,"9",20.73
"858","CLocus_78735",0.477062023567436,0.399300315659756,0.0821853585338887,"9",21.73
"859","c9.loc23",0.191867332051365,0.195134068540824,0.230815142535571,"9",22.73
"860","c9.loc24",1.89174429336213,0.242463301129822,0.13455399497996,"9",23.73
"861","c9.loc25",0.100351779184122,0.233139404504771,0.464029808850826,"9",24.73
"862","c9.loc26",1.41435247820816,0.0666961350987839,0.236322618556636,"9",25.73
"863","c9.loc27",0.132973522678509,0.526490299451358,0.268823619870504,"9",26.73
"864","CLocus_84956",1.31636711494804,0.618325577442022,0.34668012705545,"9",27.74
"865","c9.loc29",1.83579060990172,0.19596667453178,0.00211319949991414,"9",28.73
"866","c9.loc30",0.152595462630702,0.597387300855773,0.147236199217374,"9",29.73
"867","c9.loc31",0.249927242643903,0.369774374340655,0.164738109649527,"9",30.73
"868","c9.loc32",0.112359450553484,1.00105353179231,0.21297363701187,"9",31.73
"869","c9.loc33",0.098447932151862,0.092563030193454,0.250315066267446,"9",32.73
"870","c9.loc34",1.46407379382427,0.61732201358817,0.654702598957557,"9",33.73
"871","c9.loc35",0.0981670385418319,0.275624778056446,0.195935162139594,"9",34.73
"872","c9.loc36",0.0489265225309595,0.688692560820882,0.217087991934866,"9",35.73
"873","c9.loc37",0.0398569760749887,1.67071429603675,1.49373756341073e-05,"9",36.73
"874","CLocus_6666",0.544559370672547,0.487838090750008,1.52916153800356,"9",37.72
"875","c9.loc39",0.1010833628825,0.11629176402139,0.0659038692480944,"9",38.73
"876","CLocus_72053",0.4285855057665,0.0124769109825377,0.645844473036381,"9",39.73
"877","c9.loc41",0.145105367889086,0.278890707649806,1.06366703991679,"9",40.73
"878","c9.loc42",0.37358674261442,0.523837162718981,0.253917127216959,"9",41.73
"879","c9.loc43",0.529244404565021,1.41036494244767,0.104159080316354,"9",42.73
"880","c9.loc44",0.765256812806208,0.483271551425216,0.440338900039839,"9",43.73
"881","CLocus_95458",0.65430465308495,0.145527092847486,0.191209724267134,"9",44.73
"882","CLocus_63189",0.087340689038812,1.02112681072949,0.980576681204645,"9",45.72
"883","c9.loc47",0.0145927763801872,0.108276906287679,0.0697566232461924,"9",46.73
"884","c9.loc48",0.2509658644663,0.216241727939235,0.615716469120931,"9",47.73
"885","CLocus_84092",0.185853227256886,0.287086946859233,0.100441332053668,"9",48.73
"886","CLocus_106663",1.68263784723767,0.235219136423656,0.104928837916754,"9",49.73
"887","CLocus_77403",0.00327418331466941,2.03519735894032,0.889737894246892,"10",7.49
"888","CLocus_11250",0.851046194228764,0.533013338762823,0.0247418485079869,"10",8.49
"889","CLocus_68068",0.413771774052107,0.709516603862081,0.139407337176387,"10",9.49
"890","c10.loc10",0.135789247755956,0.127530672649246,0.0615929376813545,"10",10.49
"891","c10.loc11",1.29259994814402,1.03752819349545,0.0269346022208741,"10",11.49
"892","c10.loc12",0.833683672680394,0.19415491312703,0.352647776495589,"10",12.49
"893","CLocus_100875",0.167052723917228,0.443400624796243,0.357786801243167,"10",13.48
"894","c10.loc14",0.132762494554203,0.399607906254035,0.19865899508434,"10",14.49
"895","c10.loc15",0.142187439864769,0.0946177311073551,0.169188199513645,"10",15.49
"896","c10.loc16",0.502083964671049,0.129333932684852,0.0221535332050713,"10",16.49
"897","c10.loc17",0.234787031607091,0.0322711076095769,0.198833418602374,"10",17.49
"898","c10.loc18",0.309098570886064,0.00193482884991302,0.308603815226168,"10",18.49
"899","c10.loc19",1.35183780498195,0.299284725677562,1.83660400199929,"10",19.49
"900","c10.loc20",1.27120973857047,0.222932597788945,0.260664428878326,"10",20.49
"901","c10.loc21",0.757738960674978,0.0998147786162041,0.875139587739087,"10",21.49
"902","c10.loc22",0.079032463653341,0.190946764228393,0.848668580651512,"10",22.49
"903","c10.loc23",0.50120246240175,0.0483308388006968,0.626661597774672,"10",23.49
"904","c10.loc24",0.461647176520461,1.62826960959671,0.493837288679755,"10",24.49
"905","c10.loc25",0.787697730554547,1.13273668996403,0.882986545627841,"10",25.49
"906","c10.loc26",1.93691822872002,0.408003273409074,0.412962411454032,"10",26.49
"907","c10.loc27",1.59840926687593,0.617884044481197,1.67594798121353,"10",27.49
"908","CLocus_69237",1.66728250447653,0.786770167993646,1.89683021592736,"10",28.49
"909","c10.loc29",0.183398889863757,0.0537006069896628,0.794578006212613,"10",29.49
"910","c10.loc30",0.35302503843312,0.00369240559121302,0.118407662639975,"10",30.49
"911","c10.loc31",0.479085508280848,0.581600492083239,0.170724863984611,"10",31.49
"912","c10.loc32",0.0158276247378268,0.557445632193391,0.411613355096831,"10",32.49
"913","CLocus_99991",0.503636980792715,0.151832687657092,0.262403802574491,"10",33.5
"914","c10.loc34",0.0958447740939812,0.235686084759123,2.18042149821859,"10",34.49
"915","c10.loc35",0.00965803930667762,0.0522275516734057,0.0606987603357285,"10",35.49
"916","c10.loc36",0.515888927743236,0.664190935250491,0.36663983413197,"10",36.49
"917","c10.loc37",0.245785183250128,0.368777999298396,0.00886847831389247,"10",37.49
"918","c10.loc38",0.0235050660442948,0.807376722308688,0.65369721820332,"10",38.49
"919","c10.loc39",0.320772465156915,1.70826645177905,0.98341932129369,"10",39.49
"920","CLocus_42017",0.443694271136802,0.26773306390727,0.202424924383495,"10",40.5
"921","c10.loc41",0.202725571674233,0.369359187752707,0.135087343553346,"10",41.49
"922","c10.loc42",0.221424785706893,0.125202782998903,0.0960615339693612,"10",42.49
"923","CLocus_27458",0.184101770138849,0.0985966364637564,0.111243926006946,"10",43.49
"924","c10.loc44",0.213401590943559,0.699555624058098,1.24535941834527,"10",44.49
"925","c10.loc45",0.275773382468236,0.441369670358555,0.220293154162638,"10",45.49
"926","c10.loc46",1.51738827000234,0.789721051545114,1.63844554200507,"10",46.49
"927","c10.loc47",0.405697595859438,0.233549075510208,0.268125913241339,"10",47.49
"928","c10.loc48",0.52215616096797,0.978964051810401,0.239704960722791,"10",48.49
"929","c10.loc49",0.266539281519161,0.279618191493833,0.2965047289214,"10",49.49
"930","c10.loc50",0.318229293325973,0.241218376968684,0.114912721640992,"10",50.49
"931","CLocus_29318",0.144047872940991,0.332229005519982,0.180887025117135,"10",51.49
"932","c10.loc52",0.316817943178747,0.644391858582226,0.143679438814973,"10",52.49
"933","c10.loc53",0.95583483814982,0.38233796717009,0.425613620618621,"10",53.49
"934","CLocus_58907",0.26650331358394,0.444252027548186,1.15459888621411,"11",6.36
"935","CLocus_69251",0.146886925677846,0.192471890274318,0.101358789359491,"11",7.37
"936","c11.loc8",0.513411967756483,0.921091467811503,0.308734859103977,"11",8.36
"937","c11.loc9",1.81989356500887,0.00904575230819662,0.677939276286452,"11",9.36
"938","c11.loc10",0.287163356069874,1.19547175220283,0.0753122478160681,"11",10.36
"939","c11.loc11",0.182385675999104,0.152663503560819,0.0255652300063249,"11",11.36
"940","c11.loc12",0.129709973588988,0.0788642296184144,0.734167279581246,"11",12.36
"941","c11.loc13",0.680580157717568,0.878618523915907,0.131819287411454,"11",13.36
"942","c11.loc14",0.886990300949263,0.357274123131557,0.249522484485199,"11",14.36
"943","c11.loc15",0.379650000547494,0.283745981300499,0.321470398123524,"11",15.36
"944","c11.loc16",0.751144807669004,0.837007793915433,0.000309076308413901,"11",16.36
"945","c11.loc17",0.0115327513551333,0.0431514717113652,0.196600803816175,"11",17.36
"946","c11.loc18",0.608066522211697,0.272853280385278,0.266101051787604,"11",18.36
"947","c11.loc19",0.53981340197428,0.617287134819009,0.333624102947983,"11",19.36
"948","c11.loc20",0.597810430996732,0.839607202320139,0.020691480857135,"11",20.36
"949","c11.loc21",0.0907977104342274,0.0385356818813321,0.986799497378491,"11",21.36
"950","c11.loc22",0.309674449054535,0.175115789208221,0.29323190372848,"11",22.36
"951","c11.loc23",0.788192794925461,0.985512642750961,0.874291412270062,"11",23.36
"952","c11.loc24",0.243286198375283,0.177645178606221,0.159999890025645,"11",24.36
"953","c11.loc25",0.0913775501468784,0.14257495029911,0.279657615586082,"11",25.36
"954","c11.loc26",0.115651738693663,0.266940569820969,0.54502016991686,"11",26.36
"955","c11.loc27",1.15038631479251,0.00998234802759348,1.19596896045253,"11",27.36
"956","c11.loc28",1.12139077657645,1.41309662585936,0.0478287241712594,"11",28.36
"957","c11.loc29",0.759353045410257,0.246928803843701,0.320760492343119,"11",29.36
"958","c11.loc30",0.581222481128581,0.337740547813671,0.239187567950499,"11",30.36
"959","c11.loc31",0.142857895618108,0.26984936477849,0.0177065481213874,"11",31.36
"960","CLocus_42088",0.260468001368642,0.30931973691663,0.00653769344813125,"11",32.36
"961","c11.loc33",2.05534093724973,0.276818283211487,1.67003455136464,"11",33.36
"962","CLocus_20670",0.65282251513818,0.170034739846399,1.50817658612738,"11",34.35
"963","c11.loc35",0.0878842261653695,1.42006317927444,0.251835743477864,"11",35.36
"964","c11.loc36",0.48324591980808,0.586902013830839,0.997940626407114,"11",36.36
